CENSUS TRACT,COUNTY,COMMUNITY IMPACT SCORE,,
"Census Tract 7922, Washington County, Pennsylvania",Washington,5,,
"Census Tract 7957, Washington County, Pennsylvania",Washington,2.5,,
"Census Tract 7958, Washington County, Pennsylvania",Washington,1,,
"Census Tract 7959, Washington County, Pennsylvania",Washington,2.5,,
"Census Tract 7960, Washington County, Pennsylvania",Washington,2,,
"Census Tract 9601, Wayne County, Pennsylvania",Wayne,2,,
"Census Tract 9602, Wayne County, Pennsylvania",Wayne,2.5,,
"Census Tract 9603, Wayne County, Pennsylvania",Wayne,2,,
"Census Tract 9604, Wayne County, Pennsylvania",Wayne,2,,
"Census Tract 9605, Wayne County, Pennsylvania",Wayne,1,,
"Census Tract 9606, Wayne County, Pennsylvania",Wayne,3.5,,
"Census Tract 9607, Wayne County, Pennsylvania",Wayne,5,,
"Census Tract 9608, Wayne County, Pennsylvania",Wayne,2.5,,
"Census Tract 9609, Wayne County, Pennsylvania",Wayne,3,,
"Census Tract 9610, Wayne County, Pennsylvania",Wayne,1,,
"Census Tract 9611, Wayne County, Pennsylvania",Wayne,1,,
"Census Tract 9612, Wayne County, Pennsylvania",Wayne,2,,
"Census Tract 9613, Wayne County, Pennsylvania",Wayne,2,,
"Census Tract 9614, Wayne County, Pennsylvania",Wayne,1.5,,
"Census Tract 8001, Westmoreland County, Pennsylvania",Westmoreland,5,,
"Census Tract 8002, Westmoreland County, Pennsylvania",Westmoreland,4.5,,
"Census Tract 8003, Westmoreland County, Pennsylvania",Westmoreland,4,,
"Census Tract 8004, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8005, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8006, Westmoreland County, Pennsylvania",Westmoreland,5,,
"Census Tract 8007, Westmoreland County, Pennsylvania",Westmoreland,5,,
"Census Tract 8008, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8009, Westmoreland County, Pennsylvania",Westmoreland,3.5,,
"Census Tract 8010.01, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8010.02, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8011, Westmoreland County, Pennsylvania",Westmoreland,2.5,,
"Census Tract 8012, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8013, Westmoreland County, Pennsylvania",Westmoreland,2.5,,
"Census Tract 8014, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8015, Westmoreland County, Pennsylvania",Westmoreland,4.5,,
"Census Tract 8016, Westmoreland County, Pennsylvania",Westmoreland,5,,
"Census Tract 8017.01, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8017.02, Westmoreland County, Pennsylvania",Westmoreland,1.5,,
"Census Tract 8017.03, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8018, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8019, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8020.01, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8020.02, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8021.01, Westmoreland County, Pennsylvania",Westmoreland,1.5,,
"Census Tract 8021.02, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8021.03, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8022, Westmoreland County, Pennsylvania",Westmoreland,2.5,,
"Census Tract 8023.01, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8023.03, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8023.04, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8024, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8025, Westmoreland County, Pennsylvania",Westmoreland,3.5,,
"Census Tract 8026, Westmoreland County, Pennsylvania",Westmoreland,4,,
"Census Tract 8027, Westmoreland County, Pennsylvania",Westmoreland,2.5,,
"Census Tract 8028, Westmoreland County, Pennsylvania",Westmoreland,5,,
"Census Tract 8029, Westmoreland County, Pennsylvania",Westmoreland,1.5,,
"Census Tract 8030, Westmoreland County, Pennsylvania",Westmoreland,4,,
"Census Tract 8031, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8032, Westmoreland County, Pennsylvania",Westmoreland,1.5,,
"Census Tract 8033.01, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8033.02, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8034, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8035.01, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8035.02, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8036, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8037, Westmoreland County, Pennsylvania",Westmoreland,1.5,,
"Census Tract 8038, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8039.01, Westmoreland County, Pennsylvania",Westmoreland,2.5,,
"Census Tract 8039.02, Westmoreland County, Pennsylvania",Westmoreland,5,,
"Census Tract 8040, Westmoreland County, Pennsylvania",Westmoreland,5,,
"Census Tract 8041, Westmoreland County, Pennsylvania",Westmoreland,5,,
"Census Tract 8042, Westmoreland County, Pennsylvania",Westmoreland,4,,
"Census Tract 8043, Westmoreland County, Pennsylvania",Westmoreland,3.5,,
"Census Tract 8044, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8045.01, Westmoreland County, Pennsylvania",Westmoreland,1.5,,
"Census Tract 8045.02, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8046, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8047.01, Westmoreland County, Pennsylvania",Westmoreland,1.5,,
"Census Tract 8047.02, Westmoreland County, Pennsylvania",Westmoreland,2.5,,
"Census Tract 8048.01, Westmoreland County, Pennsylvania",Westmoreland,3.5,,
"Census Tract 8048.02, Westmoreland County, Pennsylvania",Westmoreland,1.5,,
"Census Tract 8049, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8050, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8051, Westmoreland County, Pennsylvania",Westmoreland,2.5,,
"Census Tract 8052, Westmoreland County, Pennsylvania",Westmoreland,4,,
"Census Tract 8054, Westmoreland County, Pennsylvania",Westmoreland,5,,
"Census Tract 8055, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8056, Westmoreland County, Pennsylvania",Westmoreland,3.5,,
"Census Tract 8058, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8059.01, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8059.02, Westmoreland County, Pennsylvania",Westmoreland,1,,
"Census Tract 8060, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8061, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8062, Westmoreland County, Pennsylvania",Westmoreland,3.5,,
"Census Tract 8063, Westmoreland County, Pennsylvania",Westmoreland,3.5,,
"Census Tract 8064, Westmoreland County, Pennsylvania",Westmoreland,3.5,,
"Census Tract 8065, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8066, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8067, Westmoreland County, Pennsylvania",Westmoreland,4,,
"Census Tract 8068, Westmoreland County, Pennsylvania",Westmoreland,3.5,,
"Census Tract 8069, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8070, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8071, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8072, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8073, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8074.01, Westmoreland County, Pennsylvania",Westmoreland,1.5,,
"Census Tract 8074.02, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8075, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8076, Westmoreland County, Pennsylvania",Westmoreland,4.5,,
"Census Tract 8077, Westmoreland County, Pennsylvania",Westmoreland,3.5,,
"Census Tract 8078, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8079, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8081, Westmoreland County, Pennsylvania",Westmoreland,2.5,,
"Census Tract 8082, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8083, Westmoreland County, Pennsylvania",Westmoreland,2.5,,
"Census Tract 8084.01, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8084.02, Westmoreland County, Pennsylvania",Westmoreland,2,,
"Census Tract 8085, Westmoreland County, Pennsylvania",Westmoreland,3,,
"Census Tract 8086, Westmoreland County, Pennsylvania",Westmoreland,2.5,,
"Census Tract 4001, Wyoming County, Pennsylvania",Wyoming,3,,
"Census Tract 4002, Wyoming County, Pennsylvania",Wyoming,3,,
"Census Tract 4003, Wyoming County, Pennsylvania",Wyoming,2.5,,
"Census Tract 4004, Wyoming County, Pennsylvania",Wyoming,2,,
"Census Tract 4005, Wyoming County, Pennsylvania",Wyoming,2,,
"Census Tract 4006, Wyoming County, Pennsylvania",Wyoming,3.5,,
"Census Tract 4007, Wyoming County, Pennsylvania",Wyoming,2.5,,
"Census Tract 1, York County, Pennsylvania",York,5,,
"Census Tract 10, York County, Pennsylvania",York,5,,
"Census Tract 101.10, York County, Pennsylvania",York,2.5,,
"Census Tract 101.20, York County, Pennsylvania",York,1,,
"Census Tract 101.30, York County, Pennsylvania",York,1,,
"Census Tract 102.10, York County, Pennsylvania",York,1,,
"Census Tract 102.20, York County, Pennsylvania",York,1.5,,
"Census Tract 103, York County, Pennsylvania",York,2,,
"Census Tract 104, York County, Pennsylvania",York,1,,
"Census Tract 105.10, York County, Pennsylvania",York,1,,
"Census Tract 105.20, York County, Pennsylvania",York,1,,
"Census Tract 11, York County, Pennsylvania",York,4.5,,
"Census Tract 12, York County, Pennsylvania",York,5,,
"Census Tract 13, York County, Pennsylvania",York,4,,
"Census Tract 14, York County, Pennsylvania",York,3,,
"Census Tract 15, York County, Pennsylvania",York,5,,
